number,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
6835,Сич Юлія Володимирівна,Господарський суд Донецької області,суддя,b4f781d8-de80-47a2-8a0c-e4b385ec8704,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836,Левшина Ганна Валеріївна,господарський суд Донецької області,суддя,ba5e569d-4994-4d3f-a155-dbd0fd42706b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,
8342,Зекунов Едуард Вікторович,Господарський суд Донецької області,суддя,bf9cda59-6a8e-4da7-bc63-32e933dd14cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,Левшина Яна Олександрівна,Господарський суд Донецької області,суддя,5f415165-1c29-47f0-8bf6-82250cdcb99f,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10673,Огороднік Діна Миколаївна,Господарський суд Донецької області,суддя,08d59718-066c-44a4-9638-04d1a9cae4a9,,,,,,,,,,,,,,,,,,,,,7500,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11351,Говорун Олександр Володимирович,господарський суд Донецької області,суддя,a5c9118c-1e95-492a-b243-f7da7f93bf4e,,,,,,,,,15000,,,,,,,,,,,,,,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,,779915,,,,,,,,,,,,,
12989,Нестеренко Юлія Сергіївна,Господарський суд Донецької області,суддя,b911fc15-8ad7-4ac7-a2c7-baffc769ac4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33853,Малікова Елеонора Ігорівна,Господарський суд Донецької області,суддя,967038b0-f0bc-41b2-a4b5-f2bf3611391e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200039,,,,,,,,,,,,,,,,,,,2577500,,,,,,,,,,,491318,,,,,
34375,Мальцев Максим Юрійович,господарський суд Донецької області,суддя,61d2a1ea-02f2-438d-9446-8191ea6dec5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38947,Осадча Аліна Миколаївна,господарський суд Донецької області,суддя,e67b74a8-5b28-4eaf-a4b3-091c512a2577,,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53701,Філімонова Олена Юріївна,господарський суд Донецької області,суддя,f709ec83-2032-4850-829f-b0fe44518935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57355,Гринько Світлана Юріївна,господарський суд Донецької області,суддя,4a3e299d-deb1-44ae-9a77-d94bcffa26dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60141,Бойко Ірина Анатоліївна,Господарський суд Донецької області,суддя,6e3f4922-d8ba-4452-9c23-59a4def342e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61594,Тарапата Світлана Степанівна,Господарський суд Донецької області,суддя,c6530ef6-b716-4060-8707-b904d8d3bdb8,,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62474,Кучерява Оксана Олександрівна,господарський суд Донецької області,суддя,9c99b930-52bd-483a-a9e7-1cd7b8e51b8a,,,,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63716,Паляниця Юлія Олександрівна,Господарський суд Донецької області,суддя,7aecc3da-ebde-4c65-8277-5625d479cadc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63922,Автономова Світлана Михайлівна,Господарський суд Донецької області,суддя,19b54b3c-db45-48ea-9a3b-6d66648f4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65842,Тоцький Сергій Васильович,господарський суд Донецької області,суддя,dfed8417-b13b-4d2c-9f02-4c390ee3fd0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67922,Макарова Юлія Вадимівна,господарський суд Донецької області,суддя,e455db80-aa97-4582-914a-b0dd5f10f9e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80944,Довгалюк Вікторія Олександрівна,Господарський суд Донецької області,суддя,0e44c9bb-8532-43b1-a3ec-764dd7c7adf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87452,Риженко Тетяна Миколаївна,Господарський суд Донецької області,суддя,a6de3e3f-9559-4160-a9cc-b909059cfc29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87739,Ніколаєва Лариса Вікторівна,господарський суд Донецької області,суддя,53e5f621-c457-4878-81a8-fb73bac503bb,,,,,,,,,,,,,,,,,,,,,7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89159,Шилова Олена Миколаївна,Господарський суд Донецької області,суддя,f97018b9-b5da-4d60-8a2c-723894ae7533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93564,Стукаленко Катерина Іллівна,господарський суд Донецької області,суддя,3f28bdcd-6da4-4f62-aec9-e64678812246,,,,,,,,,,,,,,,,,,,,88000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100124,Кротінова Олена Вікторівна,господарський суд Донецької області,суддя,bcb0b598-eb72-4661-9bad-37d55990ea9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13956,Харакоз Костянтин Сергійович,господарський суд Донецької області ,суддя,123f3b01-4ebf-4c93-8b60-cb54f8faf4ec,,,,,,,,,,,,,,,,,,,,40000,10000,,,,,,,,,,,,3831,,,,,72500,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,
74149,Курило Ганна Євгеніївна,Господарський суд Донецької області ,суддя,115eb315-98bd-44ee-bee3-712b9334f0d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74725,Фурсова Світлана Миколаївна,господарський суд Донецької області ,суддя,8b93fbb4-2c66-43c4-89e8-7536af7fcd83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82607,Чернова Оксана Володимирівна,Господарський суд Донецької області ,Суддя,78214eff-2675-40b2-8043-a15e1c312ca9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86771,Демідова Поліна Віталіївна,Господарський суд Донецької області ,суддя,566fb104-09fe-4c8b-aea3-b455529b43f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,
65317,Чорненька Ірина Кузьмінічна,господарський суд Донецькой області,суддя,27736ae9-1b58-4444-b27f-e5abc2531922,,,,,,,,,,,,,,,,,,,,,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,,,,,,,,,,,,,,,
5605,Кудряшова Юлія Валеріївна,Господарський суд Житомирської області,суддя,5d8cc0d5-4c5b-49cd-841d-980b1a2a07c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12662,Макаревич Валерій Анатолійович,господарський суд Житомирської області,суддя,d77e5147-79eb-4810-8ff1-9d5e998649ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19638,Сікорська Наталія Анатоліївна,Господарський суд Житомирської області,суддя,ff50b2d1-dfb2-4ce9-928b-a806f58340a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21962,Омельян Олексій Сергійович,Господарський суд Житомирської області,Суддя,5e173127-ca40-4682-9d11-f5d9b81d33b5,,,,,,,,,,,,,,,,,,,,,14600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24892,Соловей Людмила Анатоліївна,Господарський суд Житомирської області,суддя,9482c333-f83c-4fc7-b0f0-724f4a3381aa,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29132,Давидюк Валерій Кіндратович,Господарський суд Житомирської області,Суддя,1987bfa7-f813-4a65-9e21-de2af7b3d2b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41775,Лозинська Ірина Василівна,Господарський суд Житомирської області,суддя,bbe25653-50a0-4064-ade9-f14f77fd0091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41979,Гансецький Володимир Петрович,Господарський суд Житомирської області,суддя,8040c0d5-8777-430a-a25d-354a4336a906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47296,Вельмакіна Таїса Миколаївна,Господарський суд Житомирської області,суддя,5722b0b3-9050-45c8-9622-72decce86e8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000
51343,Прядко Оксана Василівна,господарський суд Житомирської області,суддя,808cf528-5d1f-4e97-81ae-f769160168ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64378,Маріщенко Лариса Олександрівна,господарський суд Житомирської області,суддя,6d443faf-8d9c-44f8-b058-daf1ad626fa7,,,,,,,,,,,,,,,,,,,,290000,,,,,,,,,,,,,213727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70203,Ляхевич Алла Аркадіївна,Господарський суд Житомирської області,суддя,b0b4f8c5-0749-4618-8ce4-05741f99c077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80112,Тимошенко Олександр Михайлович,Господарський суд Житомирської області,суддя,34deb870-1480-4cc7-a3ff-4cf5b879dbe7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749501,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84682,Кравець Світлана Георгіївна,Господарський суд Житомирської області,суддя,f61d89d5-83f6-4cba-aaef-ed21d7571696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86175,Гнисюк Сергій Дмитрович,господарський суд Житомирської області,суддя,db93b9b2-f3bb-48e9-a09d-932dc4851d99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102131,Шніт Альона Василівна,Господарський суд Житомирської області,Суддя,9f34bc6e-75bc-4146-8c60-8422d8ab0e12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Андрейчук Любомир Вікторович,Господарський суд Закарпатської області,суддя,4cb393fc-0a47-45be-a477-782cf390e2cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,Пригара Леся Іванівна,господарський суд Закарпатської області,суддя,92a016b6-b280-4c92-8a48-25db62521f42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6067,Ушак Ірина Георгіївна,Господарський суд Закарпатської області,суддя,41acf231-6efe-4886-81af-8d31b0d0a512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8927,Бобрик Ганна Йосипівна,Господарський суд Закарпатської області,суддя,e152b0b5-0a45-4388-94dc-4cca31a96f9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10193,Івашкович Ірина Віталіївна,господарський суд Закарпатської області,суддя,14e41dd3-452d-419e-95f7-4dccbbc1a245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53846,Мокану Вікторія Василівна,господарський суд Закарпатської області,суддя,65585c54-fe39-4f0d-82d2-dac39e105158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77618,Кривка Василь Павлович,господарський суд Закарпатської області,суддя,cf951275-28a3-4a58-afe5-e8595cd2a38c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86474,Йосипчук Олександр Семенович,Господарський суд Закарпатської області,суддя,940c40d9-a70e-45d7-b05e-0818ccf0d6b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,,,,,,,,,,30000,,,,,
98321,Ремецькі Оксана Федорівна,Господарський суд Закарпатської області,суддя,95debe19-f3e1-472f-9600-cddd399a156c,,,,,,,,,,,,,,,,,,,,125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63082,Русняк Віктор Степанович,Господарський суд Закарпатської області ,суддя,941cf87b-123a-4c60-8d28-dc3edb18de5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,Корсун Віталій Леонідович,Господарський суд Запорізької області,Суддя,88d19be9-78e5-4b09-af47-de0ba4fe8f3c,,,,,,,,,,,,,,,,,,,,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,77991,,,,,
7234,Дроздова Світлана Сергіївна,господарський суд Запорізької області,суддя,ebd11166-d793-42e0-a653-a9b15221cddd,,,,,,,,,,,,,,,,,,,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312000,,,,,,,,,,,,,,,,
15050,Серкіз Віктор Григорович,господарський суд Запорізької області,суддя,06993a0e-9ed2-4ab9-a0c7-8d3a7f7cc366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19190,Зінченко Наталя Григорівна,Господарський суд Запорізької області,суддя,2fbdcf7d-4b91-4e8f-93e0-869b6b3f33d0,,,,,,,,,,,,,,,,,,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19475,Шевченко Тетяна Миколаївна,Господарський суд Запорізької області,суддя,73e2101a-5e98-4339-92ce-6072672ea570,,,,,,,,,,,,,,,,,,,,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20315,Азізбекян Тетяна Анатоліївна,Господарський суд Запорізької області,суддя,e85087da-d010-48d1-933e-ba36e9988b05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24539,Федорова Олена Владиславівна,господарський суд Запорізької області,суддя,254bf3aa-4229-4c15-94da-48032c6129d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50680,,,,
26004,Ніколаєнко Роман Анатолійович,господарський суд Запорізької області,суддя,ed118e92-3445-40d7-9dcb-f35e66da30b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27828,Мірошниченко Михайло Володимирович,господарський суд Запорізької області,суддя,45110fda-d4fe-430c-975e-3ef8d96674de,,,,,,,,,,,,,,,,,,,,107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32759,Носівець Вікторія Вікторівна,господарський суд Запорізької області,суддя,7a4f6e50-853f-4d87-aa41-0f1f7a73ba57,,,,,,,,,,,,,,,,,,,,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36730,Колодій Наталія Анатоліївна,Господарський суд Запорізької області,суддя,ab8b1464-f8fd-4b2e-9076-65ef3e23c681,,,,,,,,,,,,,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39110,Гандюкова Лариса Павлівна,Господарський суд Запорізької області,суддя,1442dba8-e26a-4c3c-99ca-c44977ae37f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58680,Кутіщева-Арнет Нонна Степанівна,господарський суд Запорізької області,суддя,2bc7d902-4072-4297-a318-b6c64e07352a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59383,Мойсеєнко Тетяна Володимирівна,господарський суд Запорізької області,суддя,78d5ca58-5148-43e5-84d4-20fd3b3475fb,,,,,,,,,,,,,,,,,,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66028,Топчій Олена Анатоліївна,Господарський суд Запорізької області,суддя,427435a0-5406-4f07-8157-ca678fa994c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79807,Юлдашев Олексій Олексійович,господарський суд Запорізької області,суддя,54be8fe5-ac5d-4c84-9a8a-20e8d8a30ab6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83883,Ярешко Оксана Володимирівна,господарський суд Запорізької області,суддя,4b41d03e-d219-4414-b192-ca749a12ee49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,,,,,,,,,,,,,,,,
87518,Кагітіна Людмила Петрівна,Господарський суд Запорізької області,суддя,805548d4-1579-47ac-abcf-b853f28ec696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99390,Черкаський Володимир Іванович,господарський суд Запорізької області,суддя,6753055e-d95e-4b57-864a-f22e26899126,,,,,,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104891,Гончаренко Сергій Анатолійович,Господарський суд Запорізької області,суддя,110f623e-8251-4e1e-8af6-015d22e5d8d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Горохов Ігор Сергійович,Господарський суд Запорізької області ,Суддя,a69a4326-1163-485a-86a1-58325439ce91,,,,,,,,,,,,,,,,,,,,60000,,,,,,,,,,,,,4576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20166,Сушко Лариса Миколаївна,Господарський суд Запорізької області ,суддя,e22a9e32-c7a7-4d3b-b3e8-9d4ba1d00ed9,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
24477,Кричмаржевський Володимир Анатолійович,Господарський суд Запорізької області ,Суддя,485d7a30-3a07-439c-81fd-20b6904c78ea,,,,,,,,,,,,,,,,,,,,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74379,Попова Ірина Анатоліївна,господарський суд Запорізької області ,суддя,18d7fa58-6f41-40d3-aac1-1281f1f61d75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77938,Науменко Артур Олегович,Господарський суд Запорізької області ,суддя,56684c95-88a3-4561-94a9-3bbdd50fb405,,,,,,,,,,,,,,,,,,,,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20600,13700,,,,,,,,,,,11700,,,,
103755,Смірнов Олександр Геннадійович,Господарський суд Запорізької області ,суддя,24b994c0-d81f-4aa2-9969-5c6219fecf5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Булка Володимир Ігорович,Господарський суд Івано-Франківської області,суддя,32a62732-55da-4f19-9e5b-c72bb89e65e3,,,,,,,,,,,,,,,,,,,,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,,,,,,,,,,,,,,,,
1817,Гриняк Богдан Павлович,Господарський суд Івано-Франківської області,суддя,7feffd91-ed1c-4b3d-a46b-283f38c44991,,,,,,,,,,,,,,,,,,,,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,,,,,,,,,,,,,,,
3296,Матуляк Петро Ярославович,господарський суд Івано-Франківської області,суддя,ea006669-f2dd-49b8-91c5-9c83bf9f1316,,,,,,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6969,Ткаченко Ірина Вікторівна,господарський суд Івано-Франківської області,суддя,fd29a8e1-5cf5-4e81-8b55-92749b737eb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15193,Фанда Оксана Михайлівна,Господарський суд Івано-Франківської області,суддя,26a34cb5-8fa5-416b-bf9e-5e1c449fcdad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,104000,,,,
25931,Скапровська Ірина Михайлівна,Господарський суд Івано-Франківської області,суддя,1a0be592-d73f-4e38-a9dd-7cbe300af5cc,,,,,,,,,,,,,,,,,,,,,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200,Рочняк Олександра Вікторівна,Господарський суд Івано-Франківської області,суддя,1be72cb9-6360-4478-812f-ecf7cd48c603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31713,Стефанів Тетяна Василівна,Господарський суд Івано-Франківської області,суддя,e92e2d0b-bc20-441a-80c6-8fb74cf53e90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37893,Грица Юрій Іванович,господарський суд Івано-Франківської області,суддя,9357c876-b66f-4b7d-813b-be99c246645e,,,,,,,,,,,,,,,,,,,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38286,Валєєва Талія Емірівна,Господарський суд Івано-Франківської області,суддя,8b7d1abd-1165-4358-b2f1-f9aec7b49fc2,,,,,,,,,,,,,,,,,,,,12000,35200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,63100,,,,,,,,,,,,,,,
46952,Шкіндер Павло Анатолійович,господарський суд Івано-Франківської області,суддя,9af3615a-4112-456f-8841-e1de8536f532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51243,Максимів Тетяна Володимирівна,Господарський суд Івано-Франківської області,суддя,3a5bdaca-03dc-486d-af3e-44c3ed17c99a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,,,,,,,,,,,,,,,
