number,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
16021,Семеренко Юлія Леонідівна,Прокуратура Київської області,прокрор відділу,c02220d6-8ea6-4ee7-843a-9a07105b85b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,,,,,,,,,,,,,,,
34762,Голоденко Катерина Олександрівна,Прокуратура Луганської області,прокрор відділу нагляду за додержанням законів органами фіскальної служби управління нагляду у кримінальному провадженні ,abc331d3-4ddd-48fd-b2a0-f19a5437a6d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30820,Клак Юрій Григорович,Прокуратура Львівської області ,прокрор відділу організації представництва в суді та при виконанні судових рішень управління представництва інтересів громадянина або держави в суді ,bfc93753-2385-4f92-8561-6e39a3c0ae6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,Кулич Євген Миколайович,прокуратура Сумської області ,прокруор відділу ,3e824203-d882-4617-87a8-282bfa7f8057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36345,Сторожук Ірина Василівна,прокуратура міста Чернівці,прокуор прокуратури міста Чернівці,8954c77a-9bcd-4e8a-ae75-0b06b1ab50c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30055,Хайновська Ганна Володимирівна,Генеральна прокуратура України,прокур відділу ,9388959a-c7db-4c91-b5a5-1840ebabb388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50446,Лущай Корнелія Корнелівна,прокуратура Чернігівської області ,прокур Чернігівської місцевої прокуратури,ed7a6895-8a97-4064-b0c8-30f3e8c29a0d,,,,,,,,,,,,,,,,,,,,,2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,,,,,,,,,,,
56988,Навка Наталія Владиславівна,Мелітопольська місцева прокуратура,прокуратура,736656d5-d4dc-4620-8399-b8c0d04e0a14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99847,Винник Наталія Романівна,Черкаська місцева прокуратура,прокуркор Черкаської місцевої прокуратури,4b7c9679-0614-48e3-ab04-4ce5e3c193cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12091,Петлеванний Владислав Олександрович,Первомайська місцева прокуратура Миколаївської області,прокуро Арбузинського відділу Первомайської місцевої прокуратури Миколаївської області,d3960add-3808-4ff0-9b82-2d8a31df5b08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Андрусик Галина Іванівна,Прокуратура Чортківського району Тернопільської області,прокурор,884c1ad9-6712-4b86-a58c-b3fcb239c588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Василенко Олександр Вікторович,Краматорська місцева прокуратура Донецької області,прокурор,eb24ba0d-f1ee-4db5-a75e-16b44a35dc94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23880,,,,,
83,ЛЕСЬКО ЮРІЙ ВАЛЕРІЙОВИЧ,Кам'янець-Подільська місцева прокуратура Хмельницької області,прокурор,336fa466-a06a-4563-bc48-582e88b8e3e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Фіялко Сергій Олексійович,прокуратура Дніпропетровської області,прокурор,34a05be7-9e66-43a8-8058-0357b630df18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Гошовський Микола Володимирович,прокуратура Львівської області,прокурор,3de19208-ba7a-42cd-8691-c69797c62d3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Станєв Андрій Іванович,Ізмаїльська місцева прокуратура Одеської області,прокурор,46fba360-344b-4278-b1d5-de493841e90e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Базилевська Олена Григорівна,Бердичівська місцева прокуратура,прокурор,804e968f-afc0-4604-8ceb-d562f25df227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Холодняк Ірина Володимирівна,Запорізька місцева прокуратура №3,прокурор,7a671067-bb7f-4983-9c13-a4712b9e19d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Гетьман Алла Володимирівна,Конотопська місцева прокуратура,прокурор,5a5810cc-ae42-4429-a35f-955846004ecd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Шмаль Владислав Васильович,Бориспільська місцева прокуратура Київської області,прокурор,f9116435-2419-4935-bb55-3e84b8612183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Василенко Дмитро Анатолійович,Новокаховська місцева прокуратура Херсонської області,прокурор,fb27ccfe-dc73-43ea-939f-e7b3c27be615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Ганжа Олексій Миколайович,Дніпропетровська місцева прокуратура № 4 Дніпропетровської області,прокурор,6ee852ba-91e4-4f4a-9347-6a2749611f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,ДРАЧЕНКО ВЛАДИСЛАВ ВИКТОРОВИЧ,Черкаська місцева прокуратура Черкаської області,Прокурор,21507781-cf4f-4f3b-b95d-89dce6ca9cc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,Шевчук Наталія Олександрівна,Хмельницька місцева прокуратура,прокурор,e46c5cde-ca26-49a0-b644-614013e6f1e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Мхитарян Армен Маратович,Таращанський відділ Кагарлицької місцевої прокуратури,прокурор,7a23bbd3-c381-4fc2-8177-f87675c5f817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Рафальонт Оксана Ігорівна,Дрогобицька місцева прокуратура у Львівській області,прокурор,50d516c1-c661-468d-a70a-4abd405e018e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Одинець Дмитро Миколайович,Красноармійська місцева прокуратура Донецької області,прокурор,08688a2b-3275-4487-baf7-53f9b4be907f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Гавриленко Сергій Миколайович,Маріупольська місцева прокуратура №2 Донецької області,прокурор,02181785-79ce-4921-b3c1-2ab811e92108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Неродик Андрій Анатолійович,Луцька місцева прокуратура Волинської області,прокурор,bf5ce071-ccf5-43ec-9fdc-885ea7918a45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Семенова Надія Юріївна,Нікопольська місцева прокуратура Дніпропетровської області,прокурор,1b8a2874-10d5-41fa-9a5d-5b4ff817a690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,СТОРЧАК МАКСИМ ІГОРОВИЧ,Таращанський відділ Кагарлицької місцевої прокуратури,прокурор,0b7beb2c-5c50-418b-94ab-1e0164495661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Даруда Володимир Васильович,Жовтоводська місцева прокуратура Совіївський відділ Дніпропетровської області ,прокурор,0c3e6d11-419d-4cfe-ab20-1f4bd0a7bc7a,,,,,,,,,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Охримович Сергій Володимирович,Криворізька місцева прокуратура №1 прокуратури Дніпропетровської області,Прокурор,7122da28-147f-4652-9b27-5e13e2c32efd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,Чухрій Олександр Миколайович,Львівська місцева прокуратура №1,прокурор,3f1bd940-fbc9-4054-8ec1-b2303f9adde2,,,,,,,,,,,,,,,,,,,,81000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,,,,,,,,,,,,,,,,
2209,Голубчик Вячеслав Олександрович,Дніпропетровська місцева прокуратура №4 Дніпропетровської області,прокурор,fa4482b1-ccad-45df-85d5-26625cc71e38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,Соловійчук Степан Русланович,Одеська місцева прокуратура №1 Одеської області,прокурор,86e9d29b-31f3-41fc-9ad6-936938e7f520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,Чудак Юрій В'ячеславович,Ладижинський відділ Бершадської місцевої прокуратури Вінницької області,прокурор,0996455e-d3e0-4f32-8ecb-1bc9a5d102e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,Янішевський Артур Олександрович,Вінницька місцева прокуратура Вінницької області,прокурор,a58bf7ad-4af6-49a7-88af-ad80b90be1a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,Артеменко Сергій Юрійович,Криворізька місцева прокуратура № 3 Дніпропетровської області,Прокурор,6cd15e38-cd5c-45f2-8eb0-08715be917e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,Бутенко Олексій Володимирович,Херсонська місцева прокуратура Херсонської області ,прокурор,7b5dddc5-9bd2-49dd-8442-711b6fcd820c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,Калайда Юлія Олександрівна,Кагарлицька місцева прокуратура Київської області,прокурор,38443158-64a6-4095-972a-59a17e49244a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,Ярмишко Андрій Сергійович,Кременчуцька місцева прокуратура Полтавської області,прокурор,5d11cb40-b99d-467d-a0a1-810220640ea8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,Стось Дмитро Сергійович,"Дніпропетровська місцева прокуратура №4, Дніпропетровська область",прокурор,e5ad5ccf-b2b8-4478-90f7-fd2bc23e1f20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,Копчак Роман Олегович,Запорізька місцева прокуратура номер два Запорізької області,прокурор,4a267970-b4b1-4048-a5c2-1b516d929d6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,Давидюк Роман Миколайович,Коростишівська місцева прокуратура Житомирської області,прокурор,f3fceb26-dbaf-47b1-9954-4dfd25bb823f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,Вакуленко Максим Григорович,Києво-Святошинська місцева прокуратура Київської області,прокурор,b816a618-159a-4ee3-80c7-cceae02030f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,Капліна Катерина Олександрівна,Мелітопольська місцева прокуратура,прокурор,e3f936b3-5866-44d6-bd71-21cbdee0efd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,Болгар Андрій Васильович,Одеська місцева прокуратура № 1 Одеської області,прокурор,7c46d127-acd0-45c7-b931-8c5b25b4e7c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,Бровко Наталія Миколаївна,Криворізька місцева прокуратура № 1 Дніпропетровської області,прокурор,df24472e-35b2-4912-b298-49bc6aab9e0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,Пархоменко Ярослав Миколайович,Вінницька місцева прокуратура,прокурор,a10c078e-9203-45fd-9bbd-08f40330ed6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13711,,,,,
5059,Діячек Максим Олександрович,Запорізька місцева прокуратура №3 Запорізької області,прокурор,b7fc8867-63d1-4b73-a14d-e637d30ac5d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,Лєйкін Артур Ігорович,Криворізька місцева прокуратура №3 ,Прокурор,e1a96456-7696-4ea1-9f8f-684af8eac037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5422,Текут'єв Андрій Анатолійович,Дніпропетровська місцева прокуратури №3 Дніпропетровської області,Прокурор,c698abcc-063e-43f9-8471-4558718e2676,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,Лозицький Павло Віталійович,Херсонська місцева прокуратура,прокурор,9f1c3d00-6f6d-4ab5-9d6b-f60c99cbb7c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6093,Дранішнікова Олена Володимирівна,Генеральна прокуратура України,прокурор,782ff83a-d21c-4e0d-99f1-d766f29223f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119,Висоцька Олена Володимирівна,Бердичівська місцева прокуратура,прокурор,5189df79-db34-42fa-aa44-95378f664371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6170,Немченінов Сергій Миколайович,Коростишівська місцева прокуратура Житомирської області,прокурор,856cca22-d83b-4b3b-869d-8d8eb03398f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187,Куцька Світлана Анатоліївна,Одеська місцева прокуратура №4 Одеської області,прокурор,da8709ed-4757-45c2-89c8-e41da6074ba5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220,Свиридюк Олександр Олексійович,Апостолівський відділ Нікопольської місцевої прокуратури Дніпропетровської області,прокурор,401e30d1-c40d-455e-85a4-1fa9767684b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,Білан Григорій Іванович,Сумська місцева прокуратура,прокурор,8c5d37da-b4b0-452a-b2ef-06b7a2732641,,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,Петров Вадим Миколайович,Прокуратура Херсонської області ,прокурор,232f468d-d67f-4d05-82cc-890edbad05e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,,,,
6311,Каліушко Михайло Борисович,Одеська місцева прокуратура №4 Одеської області,Прокурор,f387a6fa-ff19-481b-b35d-a99c412b2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,Єрьоменко Інна Василівна,Запорізька місцева прокуратура № 3 Запорізької області,прокурор,48dc502c-940a-47a6-b4fb-afd813bb74f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6514,Кучер Юрій Васильович,Коростишівська місцева прокуратура Житомирської області,Прокурор,eb65fa5c-f30d-42a5-983d-48740f75fec1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556,Коломієць Олена Вікторівна,Прокуратура міста Києва,прокурор,13007905-5783-44dd-b288-5a1457ee8430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6961,Пізняк Віктор Іванович,Криворізька місцева прокуратура №3 ,Прокурор,9cf68488-536a-4511-9dca-2c11cb4e1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7039,Чимирис Олександр Вікторович,Уманська місцева прокуратура,прокурор,f736ec2e-b0ec-4f06-bf32-8615feca1ce1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7130,Катеринчук Оксана Миколаївна,Новокаховська місцева прокуратура Херонської області,Прокурор,4f1b11ad-2a6f-4e4c-bea3-e0689640ab74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7339,ГАЛУЩЕНКО ОЛЕКСАНДР ВОЛОДИМИРОВИЧ,Ірпінський відділ Києво-Святошинської місцевої прокуратури Київської області,прокурор,51217bd8-61c7-428d-8aac-ec75a2814717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7372,Краснолюба Сергій Миколайович,Рівненська місцева прокуратура,прокурор,a09c2853-3760-4c44-9dec-13d8271c3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7377,Драгоєва Ольга Андріївна,Іллічівська місцева прокуратура Одеської області,прокурор,bce20867-06ee-4399-96ef-5cfc5e7cdbb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7699,Маломуж Сергій Ігорович,Одеська місцева прокуратура №4 Одеської області,прокурор,eb09951d-271d-402c-a6b3-4110425530b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7981,Михайлов Олег Миколайович,Дніпропетровська місцева прокуратура №2 Дніпропетровської області,Прокурор,4727f7fa-3970-4d83-bc9a-2b4aee07f0a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004,Ліщук Денис Васильович,Кременецька місцева прокуратура,прокурор,71db7233-cf26-463e-b279-142f2225f7d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8187,Ромашко Денис Ігорович,Кобеляцька місцева прокуратура Полтавської області,прокурор,c3dc8834-b9f3-406f-ae87-710080fba076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401,Карабаш Юлія Олександрівна,Кременчуцька місцева прокуратура Полтавської області,прокурор,2ba7d0eb-6112-4b07-b69e-552a33bfb45e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,Сабада Олександр Миколайович,Дубенська місцева прокуратура Рівненської області,прокурор,1f3d6f1b-664e-4e80-8c5e-3135d6832312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,Старосельська Тетяна Сергіївна,Самбірська місцева прокуратура Львівської області,прокурор,9c70c3d8-fbf8-4f86-8bae-4fa938755844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8769,Лиштван Анна Дмитрівна,Чернігівська місцева прокуратура,прокурор,d5378b15-77f1-47e1-a676-9b194e16223d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,
8815,Кіїв Марта Ростиславівна,Стрийська місцева прокуратура Львівської області,прокурор,2fd4ca24-357e-42db-83be-6c490a1c6d79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8885,Бойко Наталя Володимирівна,Білгород-Дністровська місцева прокуратура Одеської області,прокурор,5f429405-d88e-4dd8-8ca6-51aafc1f7125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8944,Масло Дар'я Вячеславівна,Білокуракинський відділ Старобільської місцевої прокуратури Луганської області,прокурор,09fdf961-70b0-48aa-9446-e916262e10a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8954,Маркова Анна Сергіївна,Одеська місцева прокуратура №1 Одеської області,прокурор,f3af001a-caca-427b-a305-eb2351bf784b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9038,Головко Діна Дмитрівна,Черкаська місцева прокуратура ,прокурор,81fd680b-6dd9-4fc1-a3dc-aed6162f8f19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
9247,Площанська Наталія Андріївна,Калуська місцева прокуратура Івано-Франківської області,прокурор,c7e18957-3390-4911-a929-1aa5f8055fdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9387,Перч В'ячеслав Орестович,Прокуратура Тернопільської області,Прокурор,f9da54ea-816d-4bca-9f54-6d93c523f633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,Соболевська Валентина Володимирівна,Шепетівська місцева прокуратура,прокурор,e678d6e5-b201-4f6a-b199-e95b9d156061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50047,,,,,
9465,Бандуряк Юлія Володимирівна, Кельменецька місцева прокуратура,прокурор,9b071ead-8d09-4c64-8d98-d56174b3be72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9634,Карпінська Оксана Іванівна,Рівненська місцева прокуратура,прокурор,e0999a05-2603-4f2a-8272-4ebe73a9fd4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
