number,name,office,position,uuid,Декларант/активи у дорогоцінних (банківських) металах/UAH,Декларант/активи у дорогоцінних (банківських) металах/USD,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Декларант/внески до кредитних спілок та інших небанківських фінансових установ/USD,Декларант/готівкові кошти/BGN,Декларант/готівкові кошти/CAD,Декларант/готівкові кошти/CHF,Декларант/готівкові кошти/CNY,Декларант/готівкові кошти/EUR,Декларант/готівкові кошти/GBP,Декларант/готівкові кошти/GEL,Декларант/готівкові кошти/HKD,Декларант/готівкові кошти/HUF,Декларант/готівкові кошти/JPY,Декларант/готівкові кошти/NOK,Декларант/готівкові кошти/PLN,Декларант/готівкові кошти/QAR,Декларант/готівкові кошти/RUB,Декларант/готівкові кошти/SAR,Декларант/готівкові кошти/UAH,Декларант/готівкові кошти/USD,"Декларант/кошти, позичені третім особам/EUR","Декларант/кошти, позичені третім особам/GBP","Декларант/кошти, позичені третім особам/UAH","Декларант/кошти, позичені третім особам/USD","Декларант/кошти, розміщені на банківських рахунках/CAD","Декларант/кошти, розміщені на банківських рахунках/CHF","Декларант/кошти, розміщені на банківських рахунках/DKK","Декларант/кошти, розміщені на банківських рахунках/EUR","Декларант/кошти, розміщені на банківських рахунках/GBP","Декларант/кошти, розміщені на банківських рахунках/GEL","Декларант/кошти, розміщені на банківських рахунках/RUB","Декларант/кошти, розміщені на банківських рахунках/UAH","Декларант/кошти, розміщені на банківських рахунках/USD",Декларант/інше/EUR,Декларант/інше/RUB,Декларант/інше/UAH,Декларант/інше/USD,Родина/активи у дорогоцінних (банківських) металах/UAH,Родина/активи у дорогоцінних (банківських) металах/USD,Родина/внески до кредитних спілок та інших небанківських фінансових установ/EUR,Родина/внески до кредитних спілок та інших небанківських фінансових установ/UAH,Родина/внески до кредитних спілок та інших небанківських фінансових установ/USD,Родина/готівкові кошти/CAD,Родина/готівкові кошти/CHF,Родина/готівкові кошти/EUR,Родина/готівкові кошти/GBP,Родина/готівкові кошти/HUF,Родина/готівкові кошти/NOK,Родина/готівкові кошти/PLN,Родина/готівкові кошти/RUB,Родина/готівкові кошти/UAH,Родина/готівкові кошти/USD,"Родина/кошти, позичені третім особам/EUR","Родина/кошти, позичені третім особам/UAH","Родина/кошти, позичені третім особам/USD","Родина/кошти, розміщені на банківських рахунках/CAD","Родина/кошти, розміщені на банківських рахунках/CHF","Родина/кошти, розміщені на банківських рахунках/EUR","Родина/кошти, розміщені на банківських рахунках/GBP","Родина/кошти, розміщені на банківських рахунках/RUB","Родина/кошти, розміщені на банківських рахунках/SEK","Родина/кошти, розміщені на банківських рахунках/UAH","Родина/кошти, розміщені на банківських рахунках/USD",Родина/інше/EUR,Родина/інше/RUB,Родина/інше/UAH,Родина/інше/USD
31628,Садловська Ярославна Ігорівна,прокуратура Харківської області,прокурор відділу забезпечення державного обвинувачення у регіоні управління підтримання державного обвинувачення в суді прокуратури Харківської області ,20049953-f413-45d3-bee7-9e318cf86694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66411,Сай Катерина Миколаївна,Прокуратура Харківської області,прокурор відділу забезпечення державного обвинувачення у регіоні управління підтримання державного обвинувачення у суді,f54ba090-6f77-440f-9504-321338791307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93550,Мельник Оксана Вікторівна,прокуратура міста Києва,прокурор відділу забезпечення державного обвинувачення у регіоні управління підтримання державного обвинувачення у суді,f0c55088-06ea-41cc-bdfb-371aebd2898b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17031,Боднарчук Єва Веніамінівна,Прокуратура Харківської області,прокурор відділу забезпечення державного обвинувачення у регіоні управління підтримнання державного обвинувачення в суді прокуратури Харківської області,7144ee57-5c3b-4f3e-9b13-73b1dd265bc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63275,Артеменко Лариса Валеріївна,Прокуратура Миколаївської області,"Прокурор відділу забезпечення державного обвинувачення у регіоні, управління підтримання державного обвинувачення в суді.",141855d9-fa45-4d2e-9332-3a23e321dddb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29038,Буйленкова Ілона Михайлівна,прокуратура Дніпропетровської області ,прокурор відділу забезпечення підтримання державного обвинувачення у регіоні та апеляційному суді у місті Кривому Розі управління підтримання державного обвинувачення в суді,7f91b9ef-9654-4898-841c-6c4793bb912d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65755,Філімонова Олена Василівна,прокуратура Дніпропетровської області,прокурор відділу забезпечення підтримання державного обвинувачення у регіоні та апеляційному суді у місті Кривому Розі управління підтримання державного обвинувачення в суді,3acd285f-1648-45eb-8fb6-5f9f84b793f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61014,Ющенко Марина Андріївна,Прокуратура Київської області ,прокурор відділу забезпечення представницва в суді управління представництва інтересів громадянина або держави в суді,b13ad07e-adb6-41c2-9ed1-c736d9d59ebf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84438,Кондратюк Наталія Андріївна,прокуратура Харківської області управління представництва інтересів громадянина та держави в суді,прокурор відділу забезпечення представництва в судах,124b1d5f-48b2-4c22-99ad-36368dce19c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67143,Мошков Дмитро Іванович,Прокуратура Запорізької області,прокурор відділу забезпечення представництва в судах ,1c32e495-549f-4fe8-a78c-ad64c3369129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17645,Пустовіт Марина Леонідівна,Прокуратура Житомирської області,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян або держави в суді,e32a87f5-a866-4fc3-9adb-481892b0533a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51898,Шпірук Максим Вікторович,прокуратура Житомирської області,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян або держави в суді прокуратури Житомирської області,d2b51fb5-f7f2-42b8-9fb0-f2eba63bdd5e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14411,Тарасова Світлана Сергіївна,прокуратура Харківської області,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян та держави в суді,bbf81e65-4d49-4631-bd82-f44889874480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36895,Владимирець Аліса Олексіївна,прокуратура Харківської області,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян та держави в суді,e8ad0e3a-73b6-4ddc-b426-696ea50295d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101201,Горгуль Наталя Володимирівна,Прокуратура Харківської області,Прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян та держави в суді,d60bc96c-1563-4c17-9e11-0532e6ee7243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101385,Чернописька Галина Остапівна,прокуратура Івано-Франківської області,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян та держави в суді,a64cbeb0-ac32-45ee-8b5f-0838ce750515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104642,Зеленський Максим Сергійович,Прокуратура Харківської області,Прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян та держави в суді,b69d1521-549e-417b-9884-033de4e4dc79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29027,ЗЛИВКА КАРІНА ОЛЕКСАНДРІВНА,прокуратура Харківської області ,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян та держави в суді ,1a3a752a-1b6f-4058-b4c6-1ac96ca54d84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83515,Ляхович Діана Степанівна,Прокуратура Івано-Франківської області,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян та держави в суді прокуратури Івано-Франківської області,eac45c3c-789e-4d98-a480-919921bb8b44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78768,Хряк Олександр Олександрович,Прокуратура Харківської області,Прокурор відділу забезпечення представництва в судах управління представництва інтересів громадян та держави в суді прокуратури Харківської області,f810a2f4-76c3-436b-a68f-653937a41268,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16738,Лотуга Людмила Василівна,Прокуратура Житомирської області,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадянина або держави в суді прокуратури Житомирської області,04abc2d9-42da-4c7e-b943-3075d1f60209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42194,Вихристюк Ольга Леонідівна,Прокуратура Житомирської області,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадянина або держави в суді прокуратури Житомирської області,6d800981-c1e7-4c5c-85cc-fca3a5a8566e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78743,,,,,
60505,Шевчук Максим Миколайович,Прокуратура Житомирської області,прокурор відділу забезпечення представництва в судах управління представництва інтересів громадянина або держави в суді прокуратури Житомирської області,999d3b2d-bf5c-4eb0-919c-1329a98eb8db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104363,Побережна-Войтенко Олександра Михайлівна,прокуратура Вінницької області ,прокурор відділу забезпечення представництва в судах управління представництва інтересів держави і громадян в суді прокуратури області ,408d3093-c27f-4356-b214-ed5e1493bc6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52682,Мироненко Оксана Валентинівна,Прокуратура Полтавської області,"прокурор відділу забезпечення представництва в судах, управління представництва інтересів громадян та держави в суді",f32883ff-6528-4434-8cf9-233ed0e48b2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,Кулішенко Олена Юріївна,прокуратура Київської області,прокурор відділу забезпечення представництва в суді,9b274ed8-450e-4af9-b9bf-9dd3a6d68e68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10854,Дядюшева Катерина Євгенівна,Прокуратура Запорізької області,прокурор відділу забезпечення представництва в суді,92584d8b-fbaf-4661-b04d-bfed818e1f05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12711,Михальчук Іван Васильович,прокуратура Запорізької області,прокурор відділу забезпечення представництва в суді,51f8bfc4-a5cb-406f-81fe-7980b4a1e103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14474,Турчин Ігор Ярославович,прокуратура Львівської області,прокурор відділу забезпечення представництва в суді,0eaf3b65-17d2-461d-a268-a4f16d98fb7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49959,Літковець Юліана Андріївна,прокуратура Київської області,прокурор відділу забезпечення представництва в суді,328342b6-f658-4c4d-8ece-d658bf6956f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67915,Битяк Надія Ігорівна,прокуратура Дніпропетровської області,прокурор відділу забезпечення представництва в суді,961895b6-98e5-456d-85c4-bffdc60f4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76376,Топій Таміла Вікторівна,прокуратура Львівської області,прокурор відділу забезпечення представництва в суді,00e9abbf-a485-476f-9b62-f5ddaa88196b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87650,РУДНІЦЬКА ІННА ВІКТОРІВНА,прокуратура Вінницької облаті,прокурор відділу забезпечення представництва в суді,6d1f2d81-38f3-44bb-88ee-b1d9d5dab62b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,
88151,Рогожнікова Наталія Борисівна,"прокуратура Львівської області, відділ забезпечення представництва в суді",прокурор відділу забезпечення представництва в суді,a4c3c04e-46ff-4fef-a290-d48f7dc369e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97808,Антоненко Таїсія Сергіївна,прокуратура Дніпропетровської області,прокурор відділу забезпечення представництва в суді,dc56a257-7e79-4559-a94a-7dbfc87c7842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98386,Лемак Роман Володимирович,Прокуратура Закарпатської області,Прокурор відділу забезпечення представництва в суді,2d0073d1-125a-4215-aff7-39012687bbf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66752,Галактіонова Ольга Анатоліївна,прокуратура Одеської області ,прокурор відділу забезпечення представництва в суді ,4a4d07c2-1b0a-4d08-88c5-7f098cb1f240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69195,Холоденко Альона Сергіївна,прокуратура Київської області,прокурор відділу забезпечення представництва в суді ,4e582cca-2268-4104-b8e8-440779c5375f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70707,Леонтьєва Наталія Теодорівна,прокуратура Львівської області ,прокурор відділу забезпечення представництва в суді ,5524a54a-dce0-4081-a723-1d017429c369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91755,Сосницька Ірина Віталіївна,прокуратура Вінницької області,прокурор відділу забезпечення представництва в суді ,3676dd51-3d85-4554-8909-a232973df01a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64238,Рудяк Сергій Васильович,прокуратура Вінницької області,прокурор відділу забезпечення представництва в суді прокуратури Вінницької області,5a381897-d43c-478d-8a8b-d9341f4705c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71472,Маматов Максим Олександрович,Прокуратура Харківської області,Прокурор відділу забезпечення представництва в суді управління захисту інтересів громадянина або держави в суді,63afac1a-2d6d-4a32-8e8f-b8328a091d0f,,,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52309,Кривельова Тетяна Михайлівна,Прокуратура Одеської області,прокурор відділу забезпечення представництва в суді управління представництва в суді прокуратури Одеської області,cd86200e-3ecc-4ac9-888a-c9de7c878588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23019,Бойко Наталія Ігорівна,прокуратура Львівської області,прокурор відділу забезпечення представництва в суді управління представництва громадянина або держави в суді,77150446-ba61-4b5f-87b6-ea009a83c35c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43328,Павич Сергій Володимирович,прокуратура Львівської обаласті,прокурор відділу забезпечення представництва в суді управління представництва захисту інтересів громадянина або держави в суді прокуратури Львівської області ,df9b259e-0d1c-4045-9d81-df9a61c7c483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80587,Волкогон Тетяна Володимирівна,прокуратура Дніпропетровської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадян або держави в суді,336462c7-c309-40f5-83ec-35ddf456da42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20244,Косовська Кристина Олексіївна,Прокуратура Одеської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадян або держави в суді прокуратури області,3198f565-a981-474e-a367-eb8fad5735ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545,Трубіцин Дмитро Миколайович,прокуратура Дніпропетровської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,1047291f-b640-40f4-9971-b9238c90d717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11170,ІЖАКІВСЬКА ВІКТОРІЯ ОЛЕГІВНА,Прокуратура Вінницької області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,39fe79db-cc44-45cd-9fbb-09a99eb827ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,,,,,,,,,,,,,,,,
17572,Кавун Олена Іванівна,Прокуратура Вінницької області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,5e12acc3-9f06-48c1-a505-92e30eccc6dc,,,,,,,,,,,,,,,,,,,,,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,,,,,,,,,,,,
37409,Івашин Олександр Євгенович,прокуратура Київської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,b8e6e5b4-936e-442d-b3b0-e74ef3d582ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44259,Пітерська Аліна Олегівна,прокуратура Донецької області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,d688e875-79f7-4796-8eef-b86bfacc64ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47527,Галась Оксана Миколаївна,прокуратура Київської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,3488c6e7-0e8d-4a41-93f1-301fe03896ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49244,Підяш Олександр Сергійович,Прокуратура Київської області ,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,7842774f-4d42-4ad6-86ac-219167721080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51695,Марщівська Оксана Петрівна,прокуратура Рівненської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,901eeb11-2197-455f-917f-958452f284c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60767,Батюк Інна Володимирівна,прокуратура Київської області ,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,e4606681-1b27-469b-8ea3-1e2f7330b2b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70077,Барчук Анжеліка Борисівна,прокуратура Дніпропетровської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,1da0c0e9-7dbe-43f4-b0bb-418804ab4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73652,Кондратюк Андріана Вікторівна,Прокуратура Рівненської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,3ecf01fd-f1a0-4e39-a0d5-dfe51ae6314a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81102,Тронь Геннадій Миколайович,прокуратура Запорізької області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,ec7d667e-3dfc-44e7-aee1-e0bd0293ceff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83305,Елісашвілі Олена Миколаївна,прокуратура Одеської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,9452c57a-5ccd-47e2-af16-c3e6cac597e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88986,Слиш Галина Степанівна,Прокуратура Львівської області,Прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,74b40019-8ba7-452c-b277-466a4ea14dca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90085,Борисюк Анна Анатоліївна,Прокуратура Київської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,8ed09b8c-df62-4862-9d96-6e9a3e9c4e87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91905,Шиленко Михайло Вікторович,прокуратура Київської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,a283413d-db42-4887-a559-4933cf50b675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94906,Бойчева Тетяна Борисівна,Прокуратура Одеської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,9b18d1ee-b859-4ae8-983f-9a5e5f18d4f0,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,
95412,Омельник Марина Миколаївна,Прокуратура Харківської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді,9d90a7f1-40c6-4c75-aae6-fc24d24b31de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77442,Третельницька Ольга Павлівна,Прокуратура Дніпропетровської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді ,920d85c2-f56c-48d8-840f-4061b487f9c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50147,Волошина Ірина Вікторівна,Прокуратура Вінницької області,Прокурор відділу забезпечення представництва в суді Управління представництва інтересів громадянина або держави в суді прокуратури Вінницької області,edb8d6dc-41cc-45e3-83f7-efe8a75c8964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,,,,,,,,,,,,,,,,
44097,Богомол Олена Михайлівна,прокуратура Дніпропетровської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді прокуратури Дніпропетровської області,d101ba62-a284-4e2e-b6fc-795722a88fd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92055,Бурлаченко Оксана Леонідівна,прокуратура Дніпропетровської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді прокуратури Дніпропетровської області,88cb34e7-f26d-4431-80e5-ffc1a63a272c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60739,Булига-Скрипка Юлія Сергіївна,прокуратура Київської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді прокуратури Київської області,33b7126c-96d5-4be0-a7ea-03909144bf98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33091,Позднякова Людмила Анатоліївна,прокуратура Луганської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді прокуратури Луганської області,41add0e2-7c64-4784-addf-83c44052a31a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73061,ГОНЧАРОВА КАТЕРИНА ВОЛОДИМИРІВНА,"прокуратура Луганської області, відділ забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді ",прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді прокуратури Луганської області,58c3a568-46d8-40c6-87b9-1cba92c56b8d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
75994,Лебединський Павло Валентинович,Прокуратура Луганської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді прокуратури Луганської області ,d23d3841-7592-4794-97b4-7f5127bc8721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32340,Труш Орест Богданович,Прокуратура Львівської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді прокуратури Львівської області,00ecb3c9-69bf-462b-9d70-8a03e66796d5,,,,,,,,,,,,,,,,,,,,,,,,347160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76117,Ягольник Ганна Василівна,прокуратура Дніпропетровської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді прокуратури області,92eaf483-6791-410f-8f05-221a52e2f5f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88929,Цинайко Наталія Іванівна,Прокуратура Львівської області,прокурор відділу забезпечення представництва в суді управління представництва інтересів громадянина або держави в суді прокуратури області,887c4707-ed78-4e95-ae6f-97128e4ff75c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
